Base_Fare,Days_to_Journey,Seats_Booked_Percentage,Is_Premium,Target_Fare
1003,41,94,1,1504.5
2328,6,83,1,3492.0
1413,75,89,1,2119.5
450,38,16,0,450.0
1830,6,13,1,1830.0
2192,45,61,1,3288.0
2036,75,98,1,3054.0
2045,14,40,1,2658.5
2867,66,84,1,4300.5
1605,40,93,0,1605.0
2254,3,45,0,2254.0
966,119,63,1,1449.0
2818,117,63,1,4227.0
1335,99,26,1,1468.5000000000002
2334,97,84,0,2334.0
1732,24,39,0,1732.0
601,19,31,0,601.0
2760,18,52,0,2760.0
516,64,36,1,619.1999999999999
1336,113,46,1,1736.8
974,116,55,1,1363.6
2691,88,44,1,3498.3
936,109,13,0,936.0
2025,35,89,1,3037.5
2522,62,89,0,2522.0
785,1,94,0,1020.5
874,100,35,1,1048.8
817,25,28,0,817.0
2794,45,90,0,2794.0
1338,49,54,1,1873.1999999999998
1354,107,35,0,1354.0
1275,98,31,0,1275.0
1162,89,67,1,1743.0
1602,16,72,0,1602.0
1605,98,37,0,1605.0
1063,93,74,1,1594.5
424,19,53,0,424.0
2390,23,52,1,3346.0
1603,83,46,0,1603.0
1109,25,75,0,1109.0
2279,16,26,1,2506.9
1584,54,49,1,2059.2000000000003
2624,115,47,0,2624.0
684,73,94,1,1026.0
462,1,70,0,762.0
1402,42,18,1,1402.0
1061,19,86,0,1061.0
2603,97,84,0,2603.0
1892,34,70,0,1892.0
1366,80,89,0,1366.0
1248,108,25,0,1248.0
1507,104,11,1,1507.0
1088,55,81,1,1632.0
547,18,52,0,547.0
741,34,51,0,741.0
2923,89,86,1,4384.5
1486,45,66,1,2229.0
2124,6,90,1,3186.0
1783,21,97,1,2674.5
726,70,76,1,1089.0
2192,96,39,0,2192.0
2159,105,22,0,2159.0
1389,48,28,1,1527.9
2662,107,16,1,2662.0
2882,39,18,1,2882.0
1351,31,92,1,2026.5
1122,106,63,1,1683.0
2479,10,95,1,3718.5
2732,30,91,1,4098.0
828,116,70,1,1242.0
1900,18,96,1,2850.0
685,60,11,0,685.0
2465,88,59,1,3451.0
1168,116,84,1,1752.0
1794,73,40,0,1794.0
593,95,42,0,593.0
2949,15,87,0,2949.0
1387,4,89,1,2080.5
1536,63,20,1,1689.6000000000001
2561,40,42,1,3329.3
2101,9,16,1,2101.0
1346,109,40,0,1346.0
1230,9,57,1,1722.0
2320,26,56,1,3248.0
454,4,87,0,454.0
1199,81,62,1,1798.5
1177,16,89,1,1765.5
1881,15,28,1,2069.1000000000004
2301,99,90,1,3451.5
2609,52,99,0,2609.0
2534,69,15,0,2534.0
454,119,58,0,454.0
2223,5,82,0,2223.0
1601,20,59,1,2241.3999999999996
1232,79,90,1,1848.0
712,18,21,1,783.2
2258,111,32,0,2258.0
2407,2,63,0,2707.0
2406,93,78,0,2406.0
2890,13,68,1,4335.0
2190,4,45,1,2847.0
727,42,12,0,727.0
1687,109,67,0,1687.0
2543,74,97,1,3814.5
1511,61,64,1,2266.5
1711,95,66,1,2566.5
2938,105,26,0,2938.0
851,8,48,0,851.0
1923,67,99,0,1923.0
564,112,77,0,564.0
581,63,64,1,871.5
2916,110,54,1,4082.3999999999996
1309,9,85,1,1963.5
1222,94,10,0,1222.0
1343,117,30,1,1611.6
2401,11,92,1,3601.5
2454,99,30,1,2944.7999999999997
729,101,61,1,1093.5
1174,42,91,1,1761.0
2598,13,52,0,2598.0
546,36,61,1,819.0
1314,13,76,1,1971.0
1971,12,53,0,1971.0
1708,37,41,0,1708.0
481,74,19,1,481.0
913,73,73,1,1369.5
2320,52,88,1,3480.0
2339,71,78,1,3508.5
1145,2,77,0,1445.0
1809,118,37,1,2170.7999999999997
1106,56,62,0,1106.0
870,60,60,1,1305.0
795,23,62,1,1192.5
1955,103,13,1,1955.0
2708,40,88,0,2708.0
1204,64,26,1,1324.4
1333,103,76,1,1999.5
1679,85,83,0,1679.0
2157,23,56,1,3019.7999999999997
1304,29,65,0,1304.0
1476,78,32,1,1771.2
2290,90,27,0,2290.0
1923,51,10,0,1923.0
1787,69,44,0,1787.0
1703,119,73,1,2554.5
992,95,67,0,992.0
2506,89,68,0,2506.0
527,31,10,1,527.0
1135,50,12,0,1135.0
2973,20,76,1,4459.5
920,108,46,1,1196.0
2999,55,92,0,2999.0
636,81,38,0,636.0
1704,109,98,1,2556.0
2181,2,42,0,2481.0
1701,25,70,0,1701.0
2941,13,99,0,2941.0
2451,103,13,0,2451.0
841,92,23,1,925.1
2476,106,42,1,3218.8
1204,119,31,0,1204.0
474,70,57,1,663.5999999999999
2575,67,12,0,2575.0
2489,58,96,0,2489.0
1779,99,94,0,1779.0
440,82,32,0,440.0
2481,75,77,1,3721.5
2100,118,30,0,2100.0
1801,84,52,1,2521.3999999999996
987,64,94,0,987.0
2022,69,35,1,2426.4
741,83,50,1,1037.3999999999999
2474,86,47,1,3216.2000000000003
1045,59,97,1,1567.5
1130,60,20,0,1130.0
567,83,38,1,680.4
1009,111,69,0,1009.0
2715,62,76,1,4072.5
2172,16,74,1,3258.0
2440,88,70,1,3660.0
854,105,28,0,854.0
2108,68,55,1,2951.2
1101,15,58,0,1101.0
1999,89,31,0,1999.0
529,108,87,0,529.0
2245,55,66,1,3367.5
1786,35,23,1,1964.6000000000001
1092,55,53,1,1528.8
1794,14,25,1,1973.4
1193,49,86,1,1789.5
428,83,21,1,470.8
548,102,64,1,822.0
1719,100,60,0,1719.0
2458,7,48,1,3195.4
1536,30,42,0,1536.0
586,83,42,0,586.0
1650,49,38,1,1980.0
1733,89,78,1,2599.5
497,16,79,0,497.0
454,111,40,0,454.0
1157,118,89,1,1735.5
805,104,40,0,805.0
2516,51,98,0,2516.0
1712,72,55,0,1712.0
2185,82,86,0,2185.0
1150,92,61,1,1725.0
2162,80,19,1,2162.0
764,116,97,0,764.0
2426,83,83,0,2426.0
881,42,50,0,881.0
2648,17,86,1,3972.0
553,63,12,1,553.0
1924,45,68,0,1924.0
2520,77,61,0,2520.0
2743,7,43,0,2743.0
1440,27,58,1,2015.9999999999998
2064,10,37,0,2064.0
1640,34,92,0,1640.0
460,36,96,0,460.0
1338,25,22,0,1338.0
2039,6,78,0,2039.0
2489,24,76,1,3733.5
424,18,70,1,636.0
1462,87,69,1,2193.0
530,6,80,0,530.0
1652,29,33,1,1982.3999999999999
507,25,72,0,507.0
571,55,95,1,856.5
1858,81,70,1,2787.0
501,46,32,0,501.0
2971,24,39,0,2971.0
2722,75,69,0,2722.0
2036,26,27,1,2239.6000000000004
1440,115,65,0,1440.0
729,98,62,1,1093.5
1920,28,16,1,1920.0
411,3,78,1,616.5
1741,75,81,0,1741.0
615,38,88,0,615.0
738,61,61,0,738.0
2199,78,13,1,2199.0
2150,51,43,1,2795.0
1908,90,78,0,1908.0
2821,48,42,1,3667.3
1109,21,78,1,1663.5
1623,54,47,1,2109.9
2913,56,35,0,2913.0
1512,103,10,1,1512.0
1691,94,13,1,1691.0
888,59,48,0,888.0
1961,72,63,0,1961.0
446,51,99,0,446.0
1177,20,42,0,1177.0
1439,112,42,0,1439.0
1110,96,81,0,1110.0
800,86,29,1,880.0000000000001
2217,59,25,1,2438.7000000000003
649,71,30,1,778.8
790,9,54,1,1106.0
734,109,99,0,734.0
1028,1,96,1,1542.0
536,29,91,0,536.0
1921,63,71,0,1921.0
1226,72,40,1,1593.8
1126,56,51,1,1576.3999999999999
1900,118,21,0,1900.0
1389,68,74,0,1389.0
2819,35,82,0,2819.0
1334,3,12,0,1334.0
801,118,99,1,1201.5
1866,109,18,0,1866.0
1014,104,60,1,1521.0
1696,7,25,0,1696.0
1582,27,97,0,1582.0
2635,1,87,0,3425.5
1521,91,12,1,1521.0
530,80,33,0,530.0
1594,102,82,1,2391.0
582,71,22,1,640.2
763,44,11,1,763.0
438,87,80,0,438.0
2944,41,30,1,3532.7999999999997
1772,75,28,1,1949.2
1320,42,98,0,1320.0
415,117,56,0,415.0
892,33,31,1,1070.3999999999999
1849,50,84,1,2773.5
1531,63,42,0,1531.0
710,100,41,1,923.0
1138,37,73,1,1707.0
945,105,94,1,1417.5
2861,59,48,0,2861.0
650,81,93,1,975.0
1158,99,81,0,1158.0
2204,48,51,0,2204.0
1697,5,18,0,1697.0
2031,48,34,1,2437.2
2314,96,98,0,2314.0
1213,3,11,1,1213.0
428,116,28,0,428.0
1357,47,29,1,1492.7
2432,62,79,1,3648.0
876,99,26,1,963.6
717,116,98,0,717.0
644,14,77,1,966.0
1147,63,93,1,1720.5
1096,112,12,0,1096.0
671,61,96,0,671.0
2171,31,60,1,3256.5
1662,95,91,0,1662.0
2824,17,35,0,2824.0
665,24,65,0,665.0
1320,116,73,1,1980.0
739,23,17,0,739.0
788,82,90,1,1182.0
2450,50,46,0,2450.0
1565,118,36,0,1565.0
775,78,54,1,1085.0
2433,114,13,0,2433.0
2771,79,95,0,2771.0
545,79,99,0,545.0
2381,70,97,0,2381.0
692,27,46,1,899.6
831,15,80,1,1246.5
1104,50,42,1,1435.2
2398,36,40,1,3117.4
798,119,64,1,1197.0
1363,8,21,1,1499.3000000000002
2634,79,20,1,2897.4
2441,3,97,0,2441.0
2228,62,81,1,3342.0
2508,47,41,1,3260.4
1338,77,66,1,2007.0
1109,105,47,0,1109.0
1206,98,69,1,1809.0
1863,88,95,1,2794.5
1725,104,28,1,1897.5000000000002
410,96,93,0,410.0
1485,61,65,1,2227.5
2268,32,23,0,2268.0
2673,94,42,0,2673.0
1171,116,19,0,1171.0
1994,113,89,0,1994.0
2007,13,73,1,3010.5
1733,1,73,0,2033.0
1284,34,71,0,1284.0
1789,62,77,1,2683.5
625,79,52,0,625.0
1224,108,89,0,1224.0
2665,78,68,0,2665.0
1336,93,61,0,1336.0
2953,98,28,0,2953.0
2706,82,30,0,2706.0
2311,118,31,1,2773.2
2196,71,18,1,2196.0
453,93,18,1,453.0
1126,119,82,1,1689.0
1944,31,36,0,1944.0
1443,64,26,0,1443.0
2313,25,53,0,2313.0
2176,38,54,1,3046.3999999999996
1996,14,17,1,1996.0
2314,8,89,0,2314.0
2866,91,27,0,2866.0
1249,54,42,1,1623.7
2509,2,10,1,2509.0
2663,81,85,1,3994.5
402,101,15,1,402.0
559,78,50,0,559.0
1180,89,64,1,1770.0
1292,56,14,1,1292.0
2430,94,68,0,2430.0
2776,93,89,0,2776.0
979,84,27,0,979.0
2333,85,58,1,3266.2
1780,61,91,1,2670.0
1690,117,74,1,2535.0
2040,22,92,1,3060.0
1351,35,63,0,1351.0
1387,101,70,0,1387.0
1618,16,17,1,1618.0
1320,50,12,1,1320.0
1755,113,34,1,2106.0
569,43,78,0,569.0
920,17,64,1,1380.0
1886,80,49,0,1886.0
439,58,92,1,658.5
1960,119,91,0,1960.0
1818,2,59,0,2118.0
1354,4,42,1,1760.2
1383,85,27,0,1383.0
1374,39,66,0,1374.0
437,98,25,1,480.70000000000005
2775,94,89,0,2775.0
1674,6,47,1,2176.2000000000003
1599,81,50,0,1599.0
2025,103,16,0,2025.0
1313,89,87,0,1313.0
853,69,62,0,853.0
436,69,72,1,654.0
2111,20,98,1,3166.5
1195,64,41,1,1553.5
1372,16,47,0,1372.0
992,51,31,0,992.0
1537,105,25,1,1690.7
1724,37,61,1,2586.0
2671,104,38,1,3205.2
717,73,25,1,788.7
2796,69,85,0,2796.0
2562,42,26,1,2818.2000000000003
1746,57,73,0,1746.0
1991,66,98,1,2986.5
2289,9,22,0,2289.0
2487,107,81,1,3730.5
2396,100,65,1,3594.0
2172,86,14,0,2172.0
1712,64,21,0,1712.0
1685,86,50,1,2359.0
615,22,12,0,615.0
2783,34,42,1,3617.9
2539,55,95,0,2539.0
2800,29,59,1,3919.9999999999995
2104,38,65,1,3156.0
762,110,18,1,762.0
2116,97,91,1,3174.0
1593,18,59,1,2230.2
755,71,38,1,906.0
590,65,48,1,767.0
2869,97,54,1,4016.6
1099,1,26,0,1399.0
2454,88,65,0,2454.0
2580,4,55,0,2580.0
956,4,76,1,1434.0
1225,82,78,1,1837.5
1454,27,23,1,1599.4
2982,43,76,0,2982.0
825,59,32,0,825.0
2810,32,70,0,2810.0
1974,33,32,0,1974.0
2529,28,36,0,2529.0
2803,106,63,1,4204.5
988,105,19,0,988.0
2412,55,98,1,3618.0
1947,100,86,1,2920.5
694,60,25,1,763.4000000000001
2385,70,50,0,2385.0
1647,62,64,0,1647.0
1948,80,70,1,2922.0
2090,34,95,0,2090.0
1536,87,90,0,1536.0
1656,114,96,1,2484.0
2464,106,58,1,3449.6
759,88,82,1,1138.5
1099,56,61,1,1648.5
847,113,11,1,847.0
2812,13,59,0,2812.0
1074,56,95,1,1611.0
1407,18,52,0,1407.0
1749,54,86,0,1749.0
2914,77,17,1,2914.0
2861,113,68,1,4291.5
985,101,74,0,985.0
1656,43,90,1,2484.0
1647,39,21,0,1647.0
1393,61,13,1,1393.0
1835,42,86,1,2752.5
971,81,50,0,971.0
2782,79,16,0,2782.0
1645,18,96,1,2467.5
2484,23,97,1,3726.0
1388,54,78,1,2082.0
677,115,78,0,677.0
1619,30,90,1,2428.5
2287,98,39,1,2744.4
883,58,82,1,1324.5
1665,68,15,1,1665.0
1130,67,98,0,1130.0
2639,71,28,0,2639.0
1440,18,89,0,1440.0
2971,106,94,1,4456.5
1317,7,75,1,1975.5
2848,40,19,1,2848.0
1285,70,25,0,1285.0
421,86,46,0,421.0
873,65,88,0,873.0
2657,68,86,0,2657.0
2753,110,86,1,4129.5
1103,49,41,0,1103.0
1086,52,56,0,1086.0
684,114,81,1,1026.0
1115,107,52,0,1115.0
1162,29,91,1,1743.0
1650,21,45,1,2145.0
1347,90,35,1,1616.3999999999999
2828,78,19,1,2828.0
2907,9,40,1,3779.1
1430,47,38,0,1430.0
428,76,14,0,428.0
1306,42,86,1,1959.0
2526,51,10,0,2526.0
2906,56,96,1,4359.0
969,51,12,0,969.0
2406,70,76,0,2406.0
1853,20,80,0,1853.0
1137,88,44,0,1137.0
915,27,24,0,915.0
2400,38,76,0,2400.0
2844,72,39,0,2844.0
438,65,91,1,657.0
1286,54,84,1,1929.0
2604,113,52,1,3645.6
1498,113,69,0,1498.0
2223,24,49,0,2223.0
2110,47,74,1,3165.0
1373,71,38,1,1647.6
1962,83,83,0,1962.0
1388,86,28,1,1526.8000000000002
420,63,12,1,420.0
2750,57,45,1,3575.0
1268,55,52,1,1775.1999999999998
483,60,24,0,483.0
2082,99,50,1,2914.7999999999997
2376,62,99,1,3564.0
1810,30,89,1,2715.0
1930,93,45,1,2509.0
969,22,93,0,969.0
1333,75,86,1,1999.5
2380,84,42,1,3094.0
2255,29,14,1,2255.0
1192,115,87,1,1788.0
1191,41,96,1,1786.5
2209,42,23,0,2209.0
1694,98,77,1,2541.0
2939,65,92,1,4408.5
2655,31,56,0,2655.0
2007,30,63,1,3010.5
1483,112,13,0,1483.0
2877,18,92,1,4315.5
1384,119,18,0,1384.0
2080,17,62,0,2080.0
919,38,86,1,1378.5
990,14,87,0,990.0
1450,87,69,1,2175.0
2109,89,55,0,2109.0
2435,79,63,0,2435.0
2646,110,83,1,3969.0
2834,56,46,0,2834.0
748,22,32,1,897.6
1359,67,36,0,1359.0
2363,56,79,0,2363.0
1092,119,99,1,1638.0
1959,19,75,1,2938.5
777,57,70,0,777.0
926,44,86,1,1389.0
2653,98,60,1,3979.5
2902,35,59,0,2902.0
1659,114,28,0,1659.0
2275,1,10,1,2275.0
2163,52,49,0,2163.0
920,85,41,1,1196.0
2101,93,31,1,2521.2
1416,70,75,1,2124.0
1413,37,49,1,1836.9
2948,65,47,1,3832.4
516,51,57,1,722.4
2833,1,64,0,3133.0
1767,91,84,1,2650.5
983,21,90,0,983.0
794,53,64,1,1191.0
1487,16,60,0,1487.0
471,108,69,0,471.0
673,61,17,0,673.0
2413,54,95,1,3619.5
1743,40,77,0,1743.0
737,26,84,0,737.0
1789,80,81,1,2683.5
1006,92,18,0,1006.0
565,65,99,0,565.0
1967,100,11,1,1967.0
2458,74,89,0,2458.0
1724,64,79,0,1724.0
1128,43,94,1,1692.0
2443,17,99,0,2443.0
501,59,68,0,501.0
1815,23,28,0,1815.0
1178,7,37,0,1178.0
613,44,81,1,919.5
1511,53,23,1,1662.1000000000001
1976,71,33,1,2371.2
2848,108,53,1,3987.2
2095,79,65,0,2095.0
991,34,99,1,1486.5
1733,46,60,1,2599.5
1509,109,41,0,1509.0
2539,68,59,0,2539.0
1113,78,50,0,1113.0
1335,78,75,1,2002.5
2351,16,34,0,2351.0
641,71,70,0,641.0
2443,96,75,0,2443.0
401,19,51,1,561.4
2672,2,74,1,4008.0
2168,10,45,1,2818.4
2349,50,85,1,3523.5
2563,81,18,1,2563.0
1317,101,45,1,1712.1000000000001
2641,12,47,1,3433.3
489,70,42,0,489.0
2109,22,51,0,2109.0
2569,32,70,0,2569.0
542,105,55,1,758.8
505,84,95,1,757.5
1286,1,98,0,1671.8
827,54,70,0,827.0
1728,111,27,1,1900.8000000000002
2295,117,79,1,3442.5
2394,58,91,1,3591.0
716,70,89,1,1074.0
2386,83,24,1,2624.6000000000004
1034,18,57,1,1447.6
2325,6,81,1,3487.5
2456,45,22,1,2701.6000000000004
2670,97,52,0,2670.0
1839,23,69,1,2758.5
952,23,66,1,1428.0
1115,26,80,1,1672.5
1687,77,26,0,1687.0
2113,7,59,0,2113.0
2283,79,41,1,2967.9
1507,44,31,0,1507.0
1741,27,64,0,1741.0
510,26,66,0,510.0
650,97,22,1,715.0000000000001
2830,79,56,1,3961.9999999999995
2454,36,96,1,3681.0
858,109,71,1,1287.0
1507,55,63,1,2260.5
607,64,38,1,728.4
1299,91,31,1,1558.8
421,57,74,0,421.0
809,69,38,1,970.8
1294,61,57,1,1811.6
914,2,14,1,914.0
1208,55,44,1,1570.4
1273,97,83,1,1909.5
413,80,92,1,619.5
1370,87,80,1,2055.0
2534,38,55,1,3547.6
1960,119,44,0,1960.0
1724,80,54,0,1724.0
1666,78,22,1,1832.6000000000001
2569,29,19,1,2569.0
1149,26,75,0,1149.0
1084,35,79,1,1626.0
2327,79,81,1,3490.5
2756,67,34,0,2756.0
1094,87,53,1,1531.6
2735,29,69,1,4102.5
706,34,56,1,988.4
2389,97,49,0,2389.0
1061,41,16,0,1061.0
948,41,55,1,1327.1999999999998
711,23,32,0,711.0
1482,71,92,0,1482.0
2137,3,55,0,2137.0
1154,58,95,1,1731.0
434,32,22,0,434.0
844,31,30,0,844.0
2540,82,10,0,2540.0
2382,43,28,1,2620.2000000000003
1630,7,69,0,1630.0
752,105,42,0,752.0
1302,1,13,1,1302.0
1755,61,12,0,1755.0
2148,14,61,0,2148.0
558,52,37,0,558.0
2377,96,79,1,3565.5
1356,6,79,1,2034.0
2471,103,64,0,2471.0
803,10,66,0,803.0
915,71,96,0,915.0
1787,90,25,0,1787.0
2979,98,33,0,2979.0
1355,30,78,0,1355.0
2599,100,50,1,3638.6
2112,21,86,0,2112.0
1007,60,56,0,1007.0
2867,81,85,0,2867.0
1673,97,78,1,2509.5
1935,74,40,0,1935.0
2782,115,39,1,3338.4
1841,63,27,0,1841.0
2197,111,53,0,2197.0
694,42,36,0,694.0
1154,51,35,0,1154.0
1794,64,69,0,1794.0
585,76,27,0,585.0
1669,56,98,1,2503.5
1036,80,65,0,1036.0
1691,41,40,0,1691.0
929,32,68,0,929.0
2468,15,11,1,2468.0
1193,62,48,0,1193.0
2547,27,70,1,3820.5
877,28,72,0,877.0
2022,81,27,0,2022.0
1339,64,26,1,1472.9
925,110,48,1,1202.5
2781,59,80,0,2781.0
401,114,63,1,601.5
774,58,85,1,1161.0
2740,2,44,0,3040.0
952,36,20,0,952.0
2765,114,70,0,2765.0
1925,71,53,1,2695.0
2251,13,77,0,2251.0
780,15,34,0,780.0
2046,89,57,1,2864.3999999999996
413,87,41,1,536.9
903,60,93,0,903.0
2678,22,13,1,2678.0
2408,63,47,1,3130.4
529,90,72,1,793.5
1237,97,56,0,1237.0
2440,75,10,0,2440.0
427,74,12,0,427.0
2513,25,95,1,3769.5
1652,101,71,0,1652.0
660,48,73,0,660.0
2446,43,26,1,2690.6000000000004
1872,117,87,1,2808.0
1847,38,71,0,1847.0
859,41,44,1,1116.7
700,45,22,0,700.0
2734,88,44,0,2734.0
1029,40,52,0,1029.0
669,110,11,1,669.0
2393,97,65,1,3589.5
2028,17,86,0,2028.0
2201,88,60,0,2201.0
1261,101,63,0,1261.0
1680,57,25,0,1680.0
2580,2,27,1,2838.0000000000005
2199,96,16,0,2199.0
2106,62,54,0,2106.0
2960,88,45,1,3848.0
2760,9,50,0,2760.0
975,68,51,0,975.0
2403,81,16,0,2403.0
1707,17,24,0,1707.0
2356,117,69,0,2356.0
2420,50,49,1,3146.0
2612,112,92,1,3918.0
2752,94,46,1,3577.6
2055,40,75,1,3082.5
1979,58,64,0,1979.0
2247,75,86,1,3370.5
2603,85,89,1,3904.5
1790,21,65,1,2685.0
2142,18,53,1,2998.7999999999997
2325,55,66,1,3487.5
1019,29,15,1,1019.0
1674,24,41,1,2176.2000000000003
1356,74,83,1,2034.0
2339,109,27,0,2339.0
2781,17,77,1,4171.5
1368,18,82,0,1368.0
2958,42,16,1,2958.0
1716,112,17,1,1716.0
1443,84,73,1,2164.5
681,101,16,0,681.0
2566,45,50,0,2566.0
1458,82,49,1,1895.4
597,17,12,0,597.0
2932,73,26,1,3225.2000000000003
1482,14,75,0,1482.0
1584,49,88,0,1584.0
1408,29,61,0,1408.0
1629,95,31,1,1954.8
1435,4,13,0,1435.0
889,82,15,0,889.0
675,20,47,1,877.5
2689,47,35,0,2689.0
1639,107,20,1,1802.9
1674,108,99,1,2511.0
525,9,26,0,525.0
616,77,97,1,924.0
1608,79,40,0,1608.0
1646,27,86,0,1646.0
2942,15,44,1,3824.6
2874,92,25,0,2874.0
1318,101,88,0,1318.0
1717,119,27,1,1888.7
2598,19,71,1,3897.0
2831,90,36,0,2831.0
2061,52,44,1,2679.3
707,26,54,1,989.8
1759,89,44,1,2286.7000000000003
2369,26,37,1,2842.7999999999997
1291,26,18,0,1291.0
774,46,85,0,774.0
2433,92,24,1,2676.3
1764,49,30,0,1764.0
528,82,61,1,792.0
1414,96,44,1,1838.2
2199,53,60,0,2199.0
1781,3,92,0,1781.0
916,66,64,0,916.0
1918,97,96,0,1918.0
485,42,86,1,727.5
1598,19,53,1,2237.2
2758,17,74,0,2758.0
1542,108,97,1,2313.0
2874,33,89,0,2874.0
2393,76,34,0,2393.0
2561,49,96,0,2561.0
702,56,56,1,982.8
987,63,89,1,1480.5
1386,3,65,0,1386.0
2263,107,47,0,2263.0
744,49,20,0,744.0
1213,55,76,0,1213.0
2387,26,24,1,2625.7000000000003
1710,99,10,1,1710.0
2399,72,16,0,2399.0
2077,52,10,0,2077.0
1727,100,58,1,2417.7999999999997
1492,117,82,0,1492.0
2808,118,38,1,3369.6
1409,7,35,1,1690.8
1103,46,96,0,1103.0
974,46,54,1,1363.6
2008,100,80,1,3012.0
1512,16,21,1,1663.2
1087,24,41,1,1413.1000000000001
888,61,29,0,888.0
1747,54,60,1,2620.5
893,62,90,1,1339.5
2067,1,45,1,2687.1
2037,49,76,0,2037.0
418,25,10,0,418.0
2844,10,36,0,2844.0
1400,118,49,1,1820.0
1250,80,93,0,1250.0
1788,16,23,0,1788.0
1754,58,78,0,1754.0
1767,72,96,1,2650.5
1221,29,88,0,1221.0
854,103,15,0,854.0
2024,92,42,0,2024.0
1110,6,64,1,1665.0
2590,16,28,1,2849.0000000000005
1316,20,86,0,1316.0
1896,80,38,0,1896.0
1840,71,70,0,1840.0
704,105,79,1,1056.0
1135,78,88,1,1702.5
2738,43,89,0,2738.0
2363,26,33,1,2835.6
2549,90,32,0,2549.0
2409,78,19,1,2409.0
1361,71,63,0,1361.0
1426,33,50,1,1996.3999999999999
2532,26,58,0,2532.0
2775,45,26,1,3052.5000000000005
1873,84,65,0,1873.0
2901,63,54,0,2901.0
2347,67,39,0,2347.0
1577,52,53,0,1577.0
1064,68,83,1,1596.0
411,26,64,0,411.0
1556,75,28,1,1711.6000000000001
703,2,38,1,843.6
2163,14,11,0,2163.0
442,108,45,0,442.0
1343,30,28,0,1343.0
2790,49,16,0,2790.0
1749,12,35,1,2098.7999999999997
2945,90,88,1,4417.5
2811,44,47,1,3654.3
1290,33,12,1,1290.0
2874,13,89,0,2874.0
1404,78,75,1,2106.0
420,88,80,0,420.0
806,98,52,0,806.0
1414,108,71,1,2121.0
735,26,80,1,1102.5
2238,21,33,1,2685.6
1547,28,48,1,2011.1000000000001
2846,48,77,1,4269.0
2227,100,53,1,3117.7999999999997
1114,40,14,0,1114.0
450,66,64,0,450.0
723,106,39,0,723.0
1188,73,38,1,1425.6
540,87,35,0,540.0
869,79,92,0,869.0
1186,77,35,0,1186.0
2225,23,46,0,2225.0
1757,81,62,0,1757.0
2316,48,39,0,2316.0
1363,2,12,1,1363.0
772,84,52,1,1080.8
2941,20,16,1,2941.0
2092,59,58,0,2092.0
1579,46,82,1,2368.5
2738,3,50,1,3833.2
2071,55,86,0,2071.0
505,12,88,1,757.5
1843,40,63,0,1843.0
2081,66,78,1,3121.5
401,100,36,0,401.0
2537,78,17,0,2537.0
749,16,41,1,973.7
1686,83,93,0,1686.0
1462,34,73,1,2193.0
2606,44,19,0,2606.0
2759,110,22,1,3034.9
844,6,72,1,1266.0
2745,77,44,0,2745.0
1351,64,70,1,2026.5
435,100,63,1,652.5
1507,22,17,1,1507.0
1875,18,38,0,1875.0
2198,12,50,0,2198.0
2245,52,39,1,2694.0
1808,118,95,1,2712.0
1595,94,30,0,1595.0
1799,117,85,0,1799.0
2108,51,20,1,2318.8
1785,104,11,0,1785.0
2588,71,59,0,2588.0
1700,96,50,1,2380.0
1643,48,75,0,1643.0
920,19,12,0,920.0
2206,6,89,0,2206.0
409,84,60,1,613.5
1383,27,77,0,1383.0
2825,53,96,1,4237.5
2056,107,93,0,2056.0
2060,101,34,0,2060.0
2599,48,39,1,3118.7999999999997
1119,7,91,1,1678.5
1472,59,20,1,1619.2
1258,69,26,1,1383.8000000000002
1716,11,35,0,1716.0
2003,15,32,1,2403.6
449,64,65,1,673.5
2978,3,61,1,4467.0
545,69,57,0,545.0
1314,23,29,0,1314.0
1862,53,11,1,1862.0
2689,37,97,1,4033.5
980,9,40,1,1274.0
1984,15,36,1,2380.7999999999997
882,3,11,0,882.0
1649,93,87,1,2473.5
1072,70,13,0,1072.0
1030,17,22,1,1133.0
1061,26,44,1,1379.3
2866,21,81,0,2866.0
1387,72,75,1,2080.5
1946,21,15,1,1946.0
1049,11,40,1,1363.7
1368,38,19,1,1368.0
1500,72,30,0,1500.0
2956,106,83,1,4434.0
840,88,32,1,1008.0
1320,35,12,0,1320.0
1169,119,41,1,1519.7
1743,14,29,0,1743.0
2226,119,83,1,3339.0
662,14,38,1,794.4
1977,10,61,1,2965.5
2906,12,55,0,2906.0
1398,38,43,0,1398.0
1099,108,93,1,1648.5
2749,119,70,0,2749.0
2003,110,81,1,3004.5
1641,34,80,0,1641.0
1525,41,79,1,2287.5
2735,10,20,0,2735.0
1590,17,91,1,2385.0
1405,17,98,0,1405.0
435,67,72,0,435.0
1143,62,30,0,1143.0
2164,95,12,0,2164.0
752,115,91,1,1128.0
2322,1,97,1,3483.0
472,12,19,0,472.0
1776,103,36,1,2131.2
2314,4,21,0,2314.0
1493,42,16,1,1493.0
2872,13,26,0,2872.0
1107,98,74,1,1660.5
2204,106,73,1,3306.0
1355,85,35,0,1355.0
2964,86,24,0,2964.0
2875,4,42,0,2875.0
559,82,71,0,559.0
2596,69,56,0,2596.0
2135,19,44,1,2775.5
1985,2,74,0,2285.0
466,12,81,1,699.0
2828,81,85,0,2828.0
457,74,92,1,685.5
741,98,34,1,889.1999999999999
1553,6,66,0,1553.0
